Sorting Algorith Name,Array Length,Num. of Comparisons,Run Time
quick_sort,1000,999,1.7686
bubble_sort,1000,499500,72.7429
optimal_bubble_sort,1000,999,0.0901
heap_sort,1000,7329,3.9656
general_count_sort,1000,0,0.4292
selection_sort,2000,1999000,149.832
insertion_sort,2000,966018,147.2673
merge_sort,2000,21952,6.6528
quick_sort,2000,1999,3.4976
bubble_sort,2000,1999000,283.7033
optimal_bubble_sort,2000,1999,0.1853
heap_sort,2000,15929,7.8666
general_count_sort,2000,0,0.6592
selection_sort,100,4950,0.3552
insertion_sort,100,2045,0.2513
merge_sort,100,672,0.221
quick_sort,100,99,0.1004
bubble_sort,100,4950,0.5567
optimal_bubble_sort,100,99,0.0103
heap_sort,100,464,0.2596
general_count_sort,100,0,0.046
selection_sort,200,19900,1.3592
insertion_sort,200,10624,1.296
merge_sort,200,1544,0.489
quick_sort,200,199,0.2372
bubble_sort,200,19900,2.4087
optimal_bubble_sort,200,199,0.0176
heap_sort,200,1118,0.5836
general_count_sort,200,0,0.0763
selection_sort,400,79800,5.4977
insertion_sort,400,40601,5.0609
merge_sort,400,3488,1.0474
quick_sort,400,399,0.566
bubble_sort,400,79800,9.9962
optimal_bubble_sort,400,399,0.0358
heap_sort,400,2526,1.3061
general_count_sort,400,0,0.1435
selection_sort,800,319600,22.7556
insertion_sort,800,162338,22.8679
merge_sort,800,7776,2.4462
quick_sort,800,799,1.1601
bubble_sort,800,319600,49.1378
optimal_bubble_sort,800,799,0.0761
heap_sort,800,5786,3.6793
general_count_sort,800,0,0.3171
selection_sort,1000,499500,36.804
insertion_sort,1000,244804,34.8082
merge_sort,1000,9976,3.5882
quick_sort,1000,999,2.4662
bubble_sort,1000,499500,75.3331
optimal_bubble_sort,1000,999,0.0882
heap_sort,1000,7315,4.2565
general_count_sort,1000,0,0.3691
selection_sort,2000,1999000,145.4732
insertion_sort,2000,986509,140.0268
merge_sort,2000,21952,6.496
quick_sort,2000,1999,3.4473
bubble_sort,2000,1999000,285.8355
optimal_bubble_sort,2000,1999,0.1786
heap_sort,2000,16053,7.9603
general_count_sort,2000,0,0.6611
selection_sort,100,4950,0.3753
insertion_sort,100,2533,0.3088
merge_sort,100,672,0.2589
quick_sort,100,99,0.102
bubble_sort,100,4950,0.5989
optimal_bubble_sort,100,99,0.0103
heap_sort,100,467,0.2608
general_count_sort,100,0,0.0458
selection_sort,100,4950,0.3605
insertion_sort,100,2434,0.299
merge_sort,100,672,0.263
quick_sort,100,99,0.1197
bubble_sort,100,4950,0.6015
optimal_bubble_sort,100,99,0.01
heap_sort,100,461,0.2687
general_count_sort,100,0,0.0465
selection_sort,200,19900,1.3394
insertion_sort,200,10000,1.2388
merge_sort,200,1544,0.581
quick_sort,200,199,0.2236
bubble_sort,200,19900,2.3448
optimal_bubble_sort,200,199,0.0174
heap_sort,200,1079,0.5744
general_count_sort,200,0,0.0763
selection_sort,400,79800,5.4691
insertion_sort,400,40660,5.0914
merge_sort,400,3488,1.1528
quick_sort,400,399,0.489
bubble_sort,400,79800,9.6788
optimal_bubble_sort,400,399,0.0343
heap_sort,400,2546,1.2999
general_count_sort,400,0,0.1402
selection_sort,800,319600,23.4678
insertion_sort,800,168958,22.6388
merge_sort,800,7776,2.3234
quick_sort,800,799,1.3461
bubble_sort,800,319600,44.1165
optimal_bubble_sort,800,799,0.0782
heap_sort,800,5760,3.3131
general_count_sort,800,0,0.3383
selection_sort,1000,499500,39.9241
insertion_sort,1000,251420,34.2569
merge_sort,1000,9976,2.9452
quick_sort,1000,999,1.462
bubble_sort,1000,499500,69.7188
optimal_bubble_sort,1000,999,0.0882
heap_sort,1000,7376,4.0708
general_count_sort,1000,0,0.3948
selection_sort,2000,1999000,151.813
insertion_sort,2000,1001584,145.3142
merge_sort,2000,21952,6.5768
quick_sort,2000,1999,3.4509
bubble_sort,2000,1999000,282.6028
optimal_bubble_sort,2000,1999,0.1805
heap_sort,2000,15894,7.9274
general_count_sort,2000,0,0.6917
selection_sort,100,4950,0.3748
insertion_sort,100,2349,0.3045
merge_sort,100,672,0.2251
quick_sort,100,99,0.1051
bubble_sort,100,4950,0.6371
optimal_bubble_sort,100,99,0.0107
heap_sort,100,460,0.2718
general_count_sort,100,0,0.0477
selection_sort,200,19900,1.415
insertion_sort,200,10068,1.2596
merge_sort,200,1544,0.4885
quick_sort,200,199,0.2041
bubble_sort,200,19900,2.5761
optimal_bubble_sort,200,199,0.0222
heap_sort,200,1113,0.6056
general_count_sort,200,0,0.0794
selection_sort,400,79800,5.842
insertion_sort,400,36348,4.7092
merge_sort,400,3488,1.061
quick_sort,400,399,0.4814
bubble_sort,400,79800,10.1581
optimal_bubble_sort,400,399,0.036
heap_sort,400,2539,1.3714
general_count_sort,400,0,0.1428
selection_sort,800,319600,23.4921
insertion_sort,800,163200,23.2904
merge_sort,800,7776,2.4228
quick_sort,800,799,1.3614
bubble_sort,800,319600,49.8676
optimal_bubble_sort,800,799,0.0925
heap_sort,800,5805,3.413
general_count_sort,800,0,0.3021
selection_sort,1000,499500,37.4537
insertion_sort,1000,245858,36.8669
merge_sort,1000,9976,3.1049
quick_sort,1000,999,1.6172
bubble_sort,1000,499500,73.8084
optimal_bubble_sort,1000,999,0.0999
heap_sort,1000,7362,4.0245
general_count_sort,1000,0,0.3405
selection_sort,2000,1999000,149.9622
insertion_sort,2000,972032,140.3675
merge_sort,2000,21952,6.5575
quick_sort,2000,1999,3.5954
bubble_sort,2000,1999000,296.7198
optimal_bubble_sort,2000,1999,0.1805
heap_sort,2000,15898,8.0478
general_count_sort,2000,0,0.6652
selection_sort,100,4950,0.3603
insertion_sort,100,2764,0.3462
merge_sort,100,672,0.2565
quick_sort,100,99,0.1087
bubble_sort,100,4950,0.6335
optimal_bubble_sort,100,99,0.0107
heap_sort,100,469,0.2878
general_count_sort,100,0,0.0496
selection_sort,200,19900,1.375
insertion_sort,200,9923,1.2398
merge_sort,200,1544,0.5567
quick_sort,200,199,0.2151
bubble_sort,200,19900,2.701
optimal_bubble_sort,200,199,0.0193
heap_sort,200,1076,0.5801
general_count_sort,200,0,0.0775
selection_sort,400,79800,5.4939
insertion_sort,400,36735,4.6358
merge_sort,400,3488,1.1151
quick_sort,400,399,0.5288
bubble_sort,400,79800,9.6035
optimal_bubble_sort,400,399,0.0358
heap_sort,400,2596,1.334
general_count_sort,400,0,0.1483
selection_sort,800,319600,22.7244
insertion_sort,800,156712,21.1306
merge_sort,800,7776,2.6259
quick_sort,800,799,1.698
bubble_sort,800,319600,49.6264
optimal_bubble_sort,800,799,0.0868
heap_sort,800,5779,3.5193
general_count_sort,800,0,0.3977
selection_sort,1000,499500,40.5805
insertion_sort,1000,243358,35.203
merge_sort,1000,9976,3.752
quick_sort,1000,999,1.6294
bubble_sort,1000,499500,71.734
optimal_bubble_sort,1000,999,0.0966
heap_sort,1000,7404,4.1912
general_count_sort,1000,0,0.4237
selection_sort,2000,1999000,156.3776
insertion_sort,2000,991008,148.8433
merge_sort,2000,21952,6.5386
quick_sort,2000,1999,3.4902
bubble_sort,2000,1999000,293.7226
optimal_bubble_sort,2000,1999,0.1822
heap_sort,2000,15893,8.4949
general_count_sort,2000,0,0.7322
selection_sort,100,4950,0.3407
insertion_sort,100,2531,0.3183
merge_sort,100,672,0.2255
quick_sort,100,99,0.1459
bubble_sort,100,4950,0.6819
optimal_bubble_sort,100,99,0.0157
heap_sort,100,473,0.3884
general_count_sort,100,0,0.0682
selection_sort,200,19900,1.5852
insertion_sort,200,10672,1.4346
merge_sort,200,1544,0.5193
quick_sort,200,199,0.2353
bubble_sort,200,19900,2.5396
optimal_bubble_sort,200,199,0.0179
heap_sort,200,1115,0.5903
general_count_sort,200,0,0.0758
selection_sort,400,79800,5.5847
insertion_sort,400,38261,4.8592
merge_sort,400,3488,1.0498
quick_sort,400,399,0.4923
bubble_sort,400,79800,9.7504
optimal_bubble_sort,400,399,0.0341
heap_sort,400,2531,1.3373
general_count_sort,400,0,0.1442
selection_sort,800,319600,24.3025
insertion_sort,800,163009,26.9887
merge_sort,800,7776,2.8203
quick_sort,800,799,1.5576
bubble_sort,800,319600,47.2713
optimal_bubble_sort,800,799,0.071
heap_sort,800,5769,2.9459
general_count_sort,800,0,0.2861
selection_sort,1000,499500,38.5671
insertion_sort,1000,241397,37.9517
merge_sort,1000,9976,3.9372
quick_sort,1000,999,1.7824
bubble_sort,1000,499500,76.6606
optimal_bubble_sort,1000,999,0.0966
heap_sort,1000,7365,3.9589
general_count_sort,1000,0,0.3626
selection_sort,2000,1999000,148.9561
insertion_sort,2000,989988,138.8342
merge_sort,2000,21952,7.2632
quick_sort,2000,1999,3.4506
bubble_sort,2000,1999000,295.9168
optimal_bubble_sort,2000,1999,0.1786
heap_sort,2000,15862,7.9627
general_count_sort,2000,0,0.7
selection_sort,100,4950,0.3486
insertion_sort,100,2434,0.2997
merge_sort,100,672,0.2596
quick_sort,100,99,0.1731
bubble_sort,100,4950,0.627
optimal_bubble_sort,100,99,0.011
heap_sort,100,461,0.2589
general_count_sort,100,0,0.0467
selection_sort,200,19900,1.3309
insertion_sort,200,10027,1.2386
merge_sort,200,1544,0.5598
quick_sort,200,199,0.221
bubble_sort,200,19900,2.3777
optimal_bubble_sort,200,199,0.0184
heap_sort,200,1066,0.5724
general_count_sort,200,0,0.0796
selection_sort,400,79800,5.5592
insertion_sort,400,38226,4.9047
merge_sort,400,3488,1.1427
quick_sort,400,399,0.5076
bubble_sort,400,79800,9.8975
optimal_bubble_sort,400,399,0.0379
heap_sort,400,2545,1.3046
general_count_sort,400,0,0.1447
selection_sort,800,319600,22.2726
insertion_sort,800,156613,21.3737
merge_sort,800,7776,2.3119
quick_sort,800,799,1.26
bubble_sort,800,319600,42.5
optimal_bubble_sort,800,799,0.0718
heap_sort,800,5784,3.4301
general_count_sort,800,0,0.3438
selection_sort,1000,499500,38.3923
insertion_sort,1000,255353,36.7413
merge_sort,1000,9976,2.9778
quick_sort,1000,999,1.4777
bubble_sort,1000,499500,77.4415
optimal_bubble_sort,1000,999,0.0944
heap_sort,1000,7395,4.1285
general_count_sort,1000,0,0.3748
selection_sort,2000,1999000,144.4075
insertion_sort,2000,992274,142.1726
merge_sort,2000,21952,6.4833
quick_sort,2000,1999,3.4921
bubble_sort,2000,1999000,282.1972
optimal_bubble_sort,2000,1999,0.1948
heap_sort,2000,15873,7.9148
general_count_sort,2000,0,0.6618
selection_sort,100,4950,0.3436
insertion_sort,100,2455,0.3028
merge_sort,100,672,0.2189
quick_sort,100,99,0.102
bubble_sort,100,4950,0.6251
optimal_bubble_sort,100,99,0.0107
heap_sort,100,464,0.2589
general_count_sort,100,0,0.0451
selection_sort,200,19900,1.3065
insertion_sort,200,9927,1.2054
merge_sort,200,1544,0.5083
quick_sort,200,199,0.2122
bubble_sort,200,19900,2.5148
optimal_bubble_sort,200,199,0.0179
heap_sort,200,1077,0.6008
general_count_sort,200,0,0.0756
selection_sort,400,79800,5.5561
insertion_sort,400,40468,5.1205
merge_sort,400,3488,1.0457
quick_sort,400,399,0.5121
bubble_sort,400,79800,10.2079
optimal_bubble_sort,400,399,0.0367
heap_sort,400,2588,1.3349
general_count_sort,400,0,0.1431
selection_sort,800,319600,23.8204
insertion_sort,800,160985,23.8724
merge_sort,800,7776,2.3353
quick_sort,800,799,1.5521
bubble_sort,800,319600,47.1036
optimal_bubble_sort,800,799,0.0763
heap_sort,800,5796,3.1002
general_count_sort,800,0,0.3145
selection_sort,1000,499500,35.81
insertion_sort,1000,250384,35.8858
merge_sort,1000,9976,2.9993
quick_sort,1000,999,1.5945
bubble_sort,1000,499500,76.5555
optimal_bubble_sort,1000,999,0.0992
heap_sort,1000,7349,3.9048
general_count_sort,1000,0,0.3941
selection_sort,2000,1999000,152.1261
insertion_sort,2000,978269,146.1353
merge_sort,2000,21952,6.8882
quick_sort,2000,1999,3.3572
bubble_sort,2000,1999000,288.0852
optimal_bubble_sort,2000,1999,0.1752
heap_sort,2000,15926,7.8104
general_count_sort,2000,0,0.6733
selection_sort,100,4950,0.3495
insertion_sort,100,2617,0.329
merge_sort,100,672,0.2599
quick_sort,100,99,0.1094
bubble_sort,100,4950,0.6049
optimal_bubble_sort,100,99,0.0105
heap_sort,100,458,0.2639
general_count_sort,100,0,0.046
selection_sort,200,19900,1.3504
insertion_sort,200,10015,1.1981
merge_sort,200,1544,0.5786
quick_sort,200,199,0.2179
bubble_sort,200,19900,2.4357
optimal_bubble_sort,200,199,0.0176
heap_sort,200,1079,0.5715
general_count_sort,200,0,0.078
selection_sort,400,79800,5.5063
insertion_sort,400,39568,4.941
merge_sort,400,3488,1.137
quick_sort,400,399,0.5324
bubble_sort,400,79800,10.6642
optimal_bubble_sort,400,399,0.035
heap_sort,400,2559,1.3099
general_count_sort,400,0,0.159
selection_sort,800,319600,23.3562
insertion_sort,800,152483,22.1345
merge_sort,800,7776,2.6839
quick_sort,800,799,1.5342
bubble_sort,800,319600,50.7219
optimal_bubble_sort,800,799,0.0756
heap_sort,800,5760,3.4873
general_count_sort,800,0,0.3033
selection_sort,1000,499500,38.9926
insertion_sort,1000,239163,35.0387
merge_sort,1000,9976,3.1633
quick_sort,1000,999,1.5883
bubble_sort,1000,499500,70.5824
optimal_bubble_sort,1000,999,0.1211
heap_sort,1000,7401,4.0395
general_count_sort,1000,0,0.3774
selection_sort,2000,1999000,161.3514
insertion_sort,2000,984162,146.1391
merge_sort,2000,21952,6.5734
quick_sort,2000,1999,3.6387
bubble_sort,2000,1999000,285.3832
optimal_bubble_sort,2000,1999,0.1702
heap_sort,2000,15880,7.7734
general_count_sort,2000,0,0.6726
selection_sort,100,4950,0.3436
insertion_sort,100,2658,0.3271
merge_sort,100,672,0.227
quick_sort,100,99,0.1054
bubble_sort,100,4950,0.6194
optimal_bubble_sort,100,99,0.0103
heap_sort,100,471,0.2944
general_count_sort,100,0,0.0458
selection_sort,200,19900,1.3487
insertion_sort,200,9906,1.2145
merge_sort,200,1544,0.5417
quick_sort,200,199,0.2167
bubble_sort,200,19900,2.4142
optimal_bubble_sort,200,199,0.0176
heap_sort,200,1112,0.5956
general_count_sort,200,0,0.0796
selection_sort,400,79800,5.4886
insertion_sort,400,38925,4.8802
merge_sort,400,3488,1.0669
quick_sort,400,399,0.5262
bubble_sort,400,79800,9.6087
optimal_bubble_sort,400,399,0.0358
heap_sort,400,2552,1.3075
general_count_sort,400,0,0.144
selection_sort,800,319600,23.0219
insertion_sort,800,159367,23.2637
merge_sort,800,7776,2.8296
quick_sort,800,799,1.3812
bubble_sort,800,319600,51.7204
optimal_bubble_sort,800,799,0.071
heap_sort,800,5733,2.8896
general_count_sort,800,0,0.2856
selection_sort,1000,499500,35.8872
insertion_sort,1000,250334,41.0674
merge_sort,1000,9976,3.5937
quick_sort,1000,999,1.6828
bubble_sort,1000,499500,77.5521
optimal_bubble_sort,1000,999,0.0894
heap_sort,1000,7379,3.7272
general_count_sort,1000,0,0.3548
selection_sort,2000,1999000,146.7257
insertion_sort,2000,987125,142.9725
merge_sort,2000,21952,6.5336
quick_sort,2000,1999,3.8218
bubble_sort,2000,1999000,282.5971
optimal_bubble_sort,2000,1999,0.1702
heap_sort,2000,15873,7.7896
general_count_sort,2000,0,0.6657
selection_sort,100,4950,0.3662
insertion_sort,100,2410,0.3412
merge_sort,100,672,0.278
quick_sort,100,99,0.1113
bubble_sort,100,4950,0.6151
optimal_bubble_sort,100,99,0.0112
heap_sort,100,466,0.273
general_count_sort,100,0,0.0474
selection_sort,200,19900,1.3654
insertion_sort,200,10262,1.2565
merge_sort,200,1544,0.5815
quick_sort,200,199,0.227
bubble_sort,200,19900,2.4216
optimal_bubble_sort,200,199,0.0174
heap_sort,200,1100,0.5848
general_count_sort,200,0,0.077
selection_sort,400,79800,5.61
insertion_sort,400,38289,4.8275
merge_sort,400,3488,1.1413
quick_sort,400,399,0.5503
bubble_sort,400,79800,9.5067
optimal_bubble_sort,400,399,0.0348
heap_sort,400,2571,1.3402
general_count_sort,400,0,0.145
selection_sort,800,319600,23.9511
insertion_sort,800,154928,21.946
merge_sort,800,7776,2.3251
quick_sort,800,799,1.1923
bubble_sort,800,319600,47.2281
optimal_bubble_sort,800,799,0.0789
heap_sort,800,5774,3.495
general_count_sort,800,0,0.3164
selection_sort,1000,499500,36.3386
insertion_sort,1000,251217,34.4987
merge_sort,1000,9976,2.9781
quick_sort,1000,999,1.5047
bubble_sort,1000,499500,73.9357
optimal_bubble_sort,1000,999,0.0944
heap_sort,1000,7446,4.3142
general_count_sort,1000,0,0.3769
selection_sort,2000,1999000,144.7232
insertion_sort,2000,981044,141.5527
merge_sort,2000,21952,6.5408
quick_sort,2000,1999,3.8457
bubble_sort,2000,1999000,291.3227
optimal_bubble_sort,2000,1999,0.176
heap_sort,2000,15879,7.973
general_count_sort,2000,0,0.6983
selection_sort,100,4950,0.3636
insertion_sort,100,2681,0.3412
merge_sort,100,672,0.2267
quick_sort,100,99,0.1006
bubble_sort,100,4950,0.6161
optimal_bubble_sort,100,99,0.0105
heap_sort,100,471,0.2677
general_count_sort,100,0,0.047
selection_sort,200,19900,1.4131
insertion_sort,200,10284,1.3266
merge_sort,200,1544,0.4811
quick_sort,200,199,0.2189
bubble_sort,200,19900,2.4438
optimal_bubble_sort,200,199,0.0179
heap_sort,200,1117,0.5932
general_count_sort,200,0,0.078
selection_sort,400,79800,5.7964
insertion_sort,400,39188,5.1458
merge_sort,400,3488,1.0483
quick_sort,400,399,0.5145
bubble_sort,400,79800,9.5906
optimal_bubble_sort,400,399,0.035
heap_sort,400,2543,1.3182
general_count_sort,400,0,0.1428
selection_sort,800,319600,24.3142
insertion_sort,800,155376,22.5387
merge_sort,800,7776,2.4951
quick_sort,800,799,1.1873
bubble_sort,800,319600,51.3349
optimal_bubble_sort,800,799,0.0734
heap_sort,800,5752,3.4392
general_count_sort,800,0,0.3779
selection_sort,1000,499500,39.2628
insertion_sort,1000,244844,40.581
merge_sort,1000,9976,4.1897
quick_sort,1000,999,1.6775
bubble_sort,1000,499500,72.6635
optimal_bubble_sort,1000,999,0.0906
heap_sort,1000,7414,3.7472
general_count_sort,1000,0,0.3479
selection_sort,2000,1999000,162.2388
insertion_sort,2000,1015878,160.569
merge_sort,2000,21952,6.6009
quick_sort,2000,1999,3.473
bubble_sort,2000,1999000,292.0427
optimal_bubble_sort,2000,1999,0.1719
heap_sort,2000,16009,7.9994
general_count_sort,2000,0,0.6962
selection_sort,100,4950,0.3741
insertion_sort,100,2708,0.3343
merge_sort,100,672,0.2611
quick_sort,100,99,0.1013
bubble_sort,100,4950,0.6356
optimal_bubble_sort,100,99,0.0105
heap_sort,100,463,0.2618
general_count_sort,100,0,0.0465
selection_sort,200,19900,1.3597
insertion_sort,200,9800,1.2083
merge_sort,200,1544,0.5651
quick_sort,200,199,0.2143
bubble_sort,200,19900,2.3911
optimal_bubble_sort,200,199,0.0174
heap_sort,200,1063,0.5717
general_count_sort,200,0,0.0753
selection_sort,400,79800,5.5676
insertion_sort,400,41074,5.3711
merge_sort,400,3488,1.1485
quick_sort,400,399,0.576
bubble_sort,400,79800,10.0563
optimal_bubble_sort,400,399,0.0358
heap_sort,400,2537,1.3132
general_count_sort,400,0,0.1466
selection_sort,800,319600,22.5172
insertion_sort,800,155492,21.0233
merge_sort,800,7776,2.6579
quick_sort,800,799,1.2577
bubble_sort,800,319600,43.6265
optimal_bubble_sort,800,799,0.0949
heap_sort,800,5803,3.3205
general_count_sort,800,0,0.3252
selection_sort,1000,499500,40.9403
insertion_sort,1000,242839,36.1738
merge_sort,1000,9976,2.9929
quick_sort,1000,999,1.734
bubble_sort,1000,499500,70.7848
optimal_bubble_sort,1000,999,0.1099
heap_sort,1000,7339,4.148
general_count_sort,1000,0,0.3603
selection_sort,2000,1999000,143.7132
insertion_sort,2000,997518,147.234
merge_sort,2000,21952,7.9646
quick_sort,2000,1999,3.7229
bubble_sort,2000,1999000,282.9065
optimal_bubble_sort,2000,1999,0.1812
heap_sort,2000,15905,7.9222
general_count_sort,2000,0,0.67
selection_sort,100,4950,0.3531
insertion_sort,100,2633,0.3207
merge_sort,100,672,0.2251
quick_sort,100,99,0.0982
bubble_sort,100,4950,0.6206
optimal_bubble_sort,100,99,0.0105
heap_sort,100,477,0.263
general_count_sort,100,0,0.0465
selection_sort,200,19900,1.3671
insertion_sort,200,9756,1.1828
merge_sort,200,1544,0.478
quick_sort,200,199,0.2143
bubble_sort,200,19900,2.3947
optimal_bubble_sort,200,199,0.0176
heap_sort,200,1126,0.5872
general_count_sort,200,0,0.0782
selection_sort,400,79800,5.6012
insertion_sort,400,39352,5.0373
merge_sort,400,3488,1.039
quick_sort,400,399,0.4973
bubble_sort,400,79800,9.9432
optimal_bubble_sort,400,399,0.036
heap_sort,400,2519,1.323
general_count_sort,400,0,0.1464
selection_sort,800,319600,24.0359
insertion_sort,800,158722,22.9142
merge_sort,800,7776,2.5427
quick_sort,800,799,1.3139
bubble_sort,800,319600,52.7751
optimal_bubble_sort,800,799,0.0713
heap_sort,800,5764,3.3646
general_count_sort,800,0,0.3195
selection_sort,1000,499500,34.9748
insertion_sort,1000,253605,36.8903
merge_sort,1000,9976,3.8612
quick_sort,1000,999,1.8852
bubble_sort,1000,499500,79.0055
optimal_bubble_sort,1000,999,0.0954
heap_sort,1000,7351,4.0195
general_count_sort,1000,0,0.381
selection_sort,2000,1999000,163.0218
insertion_sort,2000,998735,153.2679
merge_sort,2000,21952,6.5417
quick_sort,2000,1999,3.459
bubble_sort,2000,1999000,311.0676
optimal_bubble_sort,2000,1999,0.1748
heap_sort,2000,15942,7.8406
general_count_sort,2000,0,0.68
selection_sort,100,4950,0.3436
insertion_sort,100,2438,0.3126
merge_sort,100,672,0.2675
quick_sort,100,99,0.1092
bubble_sort,100,4950,0.6227
optimal_bubble_sort,100,99,0.0103
heap_sort,100,423,0.2482
general_count_sort,100,0,0.0458
selection_sort,200,19900,1.3652
insertion_sort,200,10046,1.2445
merge_sort,200,1544,0.5662
quick_sort,200,199,0.2182
bubble_sort,200,19900,2.3561
optimal_bubble_sort,200,199,0.0181
heap_sort,200,1111,0.5867
general_count_sort,200,0,0.0801
selection_sort,400,79800,5.4674
insertion_sort,400,40015,5.1274
merge_sort,400,3488,1.1301
quick_sort,400,399,0.5279
bubble_sort,400,79800,9.64
optimal_bubble_sort,400,399,0.0401
heap_sort,400,2550,1.2996
general_count_sort,400,0,0.144
selection_sort,800,319600,22.5511
insertion_sort,800,160569,22.3987
merge_sort,800,7776,2.2879
quick_sort,800,799,1.6139
bubble_sort,800,319600,52.4657
optimal_bubble_sort,800,799,0.0746
heap_sort,800,5795,3.2232
general_count_sort,800,0,0.3164
selection_sort,1000,499500,36.6976
insertion_sort,1000,247849,34.5113
merge_sort,1000,9976,3.0191
quick_sort,1000,999,1.4856
bubble_sort,1000,499500,78.3911
optimal_bubble_sort,1000,999,0.1204
heap_sort,1000,7338,3.9613
general_count_sort,1000,0,0.3743
selection_sort,2000,1999000,148.5217
insertion_sort,2000,991557,143.3222
merge_sort,2000,21952,6.4623
quick_sort,2000,1999,3.7351
bubble_sort,2000,1999000,281.4128
optimal_bubble_sort,2000,1999,0.1814
heap_sort,2000,15895,7.9076
general_count_sort,2000,0,0.6869
selection_sort,100,4950,0.37
insertion_sort,100,2645,0.3452
merge_sort,100,672,0.2208
quick_sort,100,99,0.107
bubble_sort,100,4950,0.6177
optimal_bubble_sort,100,99,0.011
heap_sort,100,464,0.2611
general_count_sort,100,0,0.0455
selection_sort,200,19900,1.4105
insertion_sort,200,9488,1.236
merge_sort,200,1544,0.4811
quick_sort,200,199,0.2398
bubble_sort,200,19900,2.3816
optimal_bubble_sort,200,199,0.0184
heap_sort,200,1114,0.5877
general_count_sort,200,0,0.077
selection_sort,400,79800,6.1822
insertion_sort,400,40205,5.6014
merge_sort,400,3488,1.0529
quick_sort,400,399,0.488
bubble_sort,400,79800,9.8927
optimal_bubble_sort,400,399,0.0348
heap_sort,400,2602,1.333
general_count_sort,400,0,0.1421
selection_sort,800,319600,24.6725
insertion_sort,800,168707,27.5302
merge_sort,800,7776,2.857
quick_sort,800,799,1.4799
bubble_sort,800,319600,56.0043
optimal_bubble_sort,800,799,0.1078
heap_sort,800,5772,3.4044
general_count_sort,800,0,0.3104
selection_sort,1000,499500,40.0126
insertion_sort,1000,246629,43.4458
merge_sort,1000,9976,3.3216
quick_sort,1000,999,1.7207
bubble_sort,1000,499500,76.8571
optimal_bubble_sort,1000,999,0.0932
heap_sort,1000,7336,3.7038
general_count_sort,1000,0,0.3412
selection_sort,2000,1999000,156.8735
insertion_sort,2000,1009471,160.857
merge_sort,2000,21952,6.588
quick_sort,2000,1999,3.634
bubble_sort,2000,1999000,288.377
optimal_bubble_sort,2000,1999,0.1874
heap_sort,2000,15915,7.9875
general_count_sort,2000,0,0.6933
selection_sort,100,4950,0.3407
insertion_sort,100,2466,0.303
merge_sort,100,672,0.2601
quick_sort,100,99,0.108
bubble_sort,100,4950,0.6142
optimal_bubble_sort,100,99,0.0103
heap_sort,100,461,0.2613
general_count_sort,100,0,0.047
selection_sort,200,19900,1.3399
insertion_sort,200,10498,1.2672
merge_sort,200,1544,0.5696
quick_sort,200,199,0.2258
bubble_sort,200,19900,2.4648
optimal_bubble_sort,200,199,0.0179
heap_sort,200,1107,0.5925
general_count_sort,200,0,0.0801
selection_sort,400,79800,5.4426
insertion_sort,400,38804,4.8423
merge_sort,400,3488,1.1382
quick_sort,400,399,0.4966
bubble_sort,400,79800,9.6433
optimal_bubble_sort,400,399,0.0348
heap_sort,400,2537,1.3015
general_count_sort,400,0,0.1485
selection_sort,800,319600,22.1469
insertion_sort,800,160537,22.0351
merge_sort,800,7776,2.444
quick_sort,800,799,1.4579
bubble_sort,800,319600,49.7854
optimal_bubble_sort,800,799,0.0978
heap_sort,800,5784,3.4413
general_count_sort,800,0,0.3154
selection_sort,1000,499500,36.9656
insertion_sort,1000,250984,34.1992
merge_sort,1000,9976,3.6004
quick_sort,1000,999,1.4708
bubble_sort,1000,499500,71.0268
optimal_bubble_sort,1000,999,0.0997
heap_sort,1000,7433,4.2212
general_count_sort,1000,0,0.3765
selection_sort,2000,1999000,142.9884
insertion_sort,2000,970484,139.3661
merge_sort,2000,21952,6.5498
quick_sort,2000,1999,3.3619
bubble_sort,2000,1999000,288.4004
optimal_bubble_sort,2000,1999,0.1783
heap_sort,2000,15986,7.9668
general_count_sort,2000,0,0.6886
selection_sort,100,4950,0.3407
insertion_sort,100,2370,0.2904
merge_sort,100,672,0.2241
quick_sort,100,99,0.1004
bubble_sort,100,4950,0.6046
optimal_bubble_sort,100,99,0.011
heap_sort,100,467,0.2773
general_count_sort,100,0,0.0503
selection_sort,200,19900,1.3206
insertion_sort,200,9483,1.1322
merge_sort,200,1544,0.4907
quick_sort,200,199,0.2081
bubble_sort,200,19900,2.3518
optimal_bubble_sort,200,199,0.0172
heap_sort,200,1075,0.586
general_count_sort,200,0,0.0796
selection_sort,400,79800,5.5251
insertion_sort,400,40787,5.1403
merge_sort,400,3488,1.0386
quick_sort,400,399,0.4854
bubble_sort,400,79800,10.118
optimal_bubble_sort,400,399,0.0365
heap_sort,400,2606,1.3249
general_count_sort,400,0,0.1678
selection_sort,800,319600,25.9054
insertion_sort,800,158206,24.0533
merge_sort,800,7776,2.4891
quick_sort,800,799,1.2558
bubble_sort,800,319600,45.6731
optimal_bubble_sort,800,799,0.0851
heap_sort,800,5790,3.1817
general_count_sort,800,0,0.349
selection_sort,1000,499500,34.9476
insertion_sort,1000,244177,34.6529
merge_sort,1000,9976,3.3615
quick_sort,1000,999,1.6284
bubble_sort,1000,499500,73.3285
optimal_bubble_sort,1000,999,0.0923
