Sorting Algorith Name,Array Length,Num. of Comparisons,Run Time
heap_sort,1000,7437,4.1165
general_count_sort,1000,0,0.3679
selection_sort,2000,1999000,158.638
insertion_sort,2000,1016924,150.3921
merge_sort,2000,21952,6.572
quick_sort,2000,1999,3.3944
bubble_sort,2000,1999000,310.9236
optimal_bubble_sort,2000,1999,0.1724
heap_sort,2000,16039,7.8392
general_count_sort,2000,0,0.6914
selection_sort,100,4950,0.3772
insertion_sort,100,2571,0.3533
merge_sort,100,672,0.2766
quick_sort,100,99,0.1147
bubble_sort,100,4950,0.6526
optimal_bubble_sort,100,99,0.0117
heap_sort,100,433,0.258
general_count_sort,100,0,0.0486
selection_sort,200,19900,1.5063
insertion_sort,200,10960,1.4486
merge_sort,200,1544,0.6015
quick_sort,200,199,0.2568
bubble_sort,200,19900,3.366
optimal_bubble_sort,200,199,0.0184
heap_sort,200,1115,0.6068
general_count_sort,200,0,0.0989
selection_sort,400,79800,6.3455
insertion_sort,400,39270,4.8966
merge_sort,400,3488,1.1284
quick_sort,400,399,0.4711
bubble_sort,400,79800,11.169
optimal_bubble_sort,400,399,0.0346
heap_sort,400,2549,1.3161
general_count_sort,400,0,0.1462
selection_sort,800,319600,24.8845
insertion_sort,800,157237,22.7194
merge_sort,800,7776,3.2248
quick_sort,800,799,1.3838
bubble_sort,800,319600,50.6358
optimal_bubble_sort,800,799,0.0987
heap_sort,800,5765,3.2163
general_count_sort,800,0,0.3259
selection_sort,1000,499500,41.7778
insertion_sort,1000,246906,39.2241
merge_sort,1000,9976,3.9051
quick_sort,1000,999,1.9877
bubble_sort,1000,499500,75.0322
optimal_bubble_sort,1000,999,0.0892
heap_sort,1000,7398,3.6781
general_count_sort,1000,0,0.3479
selection_sort,2000,1999000,149.6823
insertion_sort,2000,1001483,145.4647
merge_sort,2000,21952,6.9034
quick_sort,2000,1999,3.5617
bubble_sort,2000,1999000,283.8545
optimal_bubble_sort,2000,1999,0.1707
heap_sort,2000,16065,7.8709
general_count_sort,2000,0,0.6917
selection_sort,100,4950,0.3834
insertion_sort,100,2625,0.3474
merge_sort,100,672,0.2658
quick_sort,100,99,0.1113
bubble_sort,100,4950,0.6254
optimal_bubble_sort,100,99,0.011
heap_sort,100,458,0.2601
general_count_sort,100,0,0.047
selection_sort,200,19900,1.4017
insertion_sort,200,9429,1.168
merge_sort,200,1544,0.5631
quick_sort,200,199,0.2189
bubble_sort,200,19900,2.4438
optimal_bubble_sort,200,199,0.0191
heap_sort,200,1126,0.9923
general_count_sort,200,0,0.1225
selection_sort,400,79800,7.2277
insertion_sort,400,39225,6.1002
merge_sort,400,3488,1.3037
quick_sort,400,399,0.5622
bubble_sort,400,79800,10.7367
optimal_bubble_sort,400,399,0.0384
heap_sort,400,2597,1.3673
general_count_sort,400,0,0.1512
selection_sort,800,319600,22.5518
insertion_sort,800,152613,21.8654
merge_sort,800,7776,2.6278
quick_sort,800,799,1.2727
bubble_sort,800,319600,49.9389
optimal_bubble_sort,800,799,0.0758
heap_sort,800,5760,3.2651
general_count_sort,800,0,0.3293
selection_sort,1000,499500,38.0673
insertion_sort,1000,243921,33.8686
merge_sort,1000,9976,2.9724
quick_sort,1000,999,1.5466
bubble_sort,1000,499500,67.7314
optimal_bubble_sort,1000,999,0.1516
heap_sort,1000,7380,4.1542
general_count_sort,1000,0,0.3986
selection_sort,2000,1999000,153.2283
insertion_sort,2000,984485,147.933
merge_sort,2000,21952,6.438
quick_sort,2000,1999,3.7837
bubble_sort,2000,1999000,279.4254
optimal_bubble_sort,2000,1999,0.2167
heap_sort,2000,15874,7.9849
general_count_sort,2000,0,0.7026
selection_sort,100,4950,0.3872
insertion_sort,100,2574,0.3443
merge_sort,100,672,0.2837
quick_sort,100,99,0.1183
bubble_sort,100,4950,0.6468
optimal_bubble_sort,100,99,0.0107
heap_sort,100,461,0.2661
general_count_sort,100,0,0.047
selection_sort,200,19900,1.3986
insertion_sort,200,9188,1.1775
merge_sort,200,1544,0.5674
quick_sort,200,199,0.2191
bubble_sort,200,19900,2.3425
optimal_bubble_sort,200,199,0.0176
heap_sort,200,1117,0.6001
general_count_sort,200,0,0.0787
selection_sort,400,79800,5.6269
insertion_sort,400,36795,4.7219
merge_sort,400,3488,1.1425
quick_sort,400,399,0.5674
bubble_sort,400,79800,9.6076
optimal_bubble_sort,400,399,0.0377
heap_sort,400,2545,2.0366
general_count_sort,400,0,0.1493
selection_sort,800,319600,23.3953
insertion_sort,800,161663,23.7832
merge_sort,800,7776,2.9075
quick_sort,800,799,1.4195
bubble_sort,800,319600,49.4308
optimal_bubble_sort,800,799,0.0741
heap_sort,800,5784,3.5715
general_count_sort,800,0,0.3211
selection_sort,1000,499500,39.1233
insertion_sort,1000,252967,35.4891
merge_sort,1000,9976,3.0267
quick_sort,1000,999,1.6029
bubble_sort,1000,499500,74.0163
optimal_bubble_sort,1000,999,0.0896
heap_sort,1000,7417,4.0715
general_count_sort,1000,0,0.3862
selection_sort,2000,1999000,150.5692
insertion_sort,2000,999532,148.634
merge_sort,2000,21952,6.4998
quick_sort,2000,1999,3.5636
bubble_sort,2000,1999000,277.7138
optimal_bubble_sort,2000,1999,0.1736
heap_sort,2000,16045,7.8471
general_count_sort,2000,0,0.7112
selection_sort,100,4950,0.3817
insertion_sort,100,2603,0.355
merge_sort,100,672,0.2751
quick_sort,100,99,0.1173
bubble_sort,100,4950,0.6483
optimal_bubble_sort,100,99,0.011
heap_sort,100,470,0.2716
general_count_sort,100,0,0.047
selection_sort,200,19900,1.3728
insertion_sort,200,10403,1.2643
merge_sort,200,1544,0.6607
quick_sort,200,199,0.2644
bubble_sort,200,19900,2.5487
optimal_bubble_sort,200,199,0.0188
heap_sort,200,1109,0.602
general_count_sort,200,0,0.0887
selection_sort,400,79800,5.47
insertion_sort,400,39534,4.91
merge_sort,400,3488,1.1308
quick_sort,400,399,0.5112
bubble_sort,400,79800,9.6016
optimal_bubble_sort,400,399,0.0346
heap_sort,400,2531,1.2894
general_count_sort,400,0,0.1478
selection_sort,800,319600,29.484
insertion_sort,800,159202,25.9199
merge_sort,800,7776,2.6839
quick_sort,800,799,1.4548
bubble_sort,800,319600,47.399
optimal_bubble_sort,800,799,0.0744
heap_sort,800,5754,3.1471
general_count_sort,800,0,0.3042
selection_sort,1000,499500,34.5931
insertion_sort,1000,242799,35.2356
merge_sort,1000,9976,3.3777
quick_sort,1000,999,1.7774
bubble_sort,1000,499500,71.0511
optimal_bubble_sort,1000,999,0.0854
heap_sort,1000,7350,3.9406
general_count_sort,1000,0,0.3955
selection_sort,2000,1999000,149.6577
insertion_sort,2000,990029,142.1263
merge_sort,2000,21952,6.5308
quick_sort,2000,1999,3.5179
bubble_sort,2000,1999000,277.719
optimal_bubble_sort,2000,1999,0.2146
heap_sort,2000,15973,7.8971
general_count_sort,2000,0,1.0839
selection_sort,100,4950,0.3827
insertion_sort,100,2445,0.3276
merge_sort,100,672,0.2878
quick_sort,100,99,0.1173
bubble_sort,100,4950,0.6661
optimal_bubble_sort,100,99,0.011
heap_sort,100,466,0.2711
general_count_sort,100,0,0.046
selection_sort,200,19900,1.3838
insertion_sort,200,9892,1.2426
merge_sort,200,1544,0.5922
quick_sort,200,199,0.2244
bubble_sort,200,19900,2.9318
optimal_bubble_sort,200,199,0.0205
heap_sort,200,1104,0.6511
general_count_sort,200,0,0.082
selection_sort,400,79800,6.0902
insertion_sort,400,40636,5.2369
merge_sort,400,3488,1.1842
quick_sort,400,399,0.5319
bubble_sort,400,79800,11.2174
optimal_bubble_sort,400,399,0.0429
heap_sort,400,2563,1.6747
general_count_sort,400,0,0.2179
selection_sort,800,319600,26.5207
insertion_sort,800,164037,26.6812
merge_sort,800,7776,2.6467
quick_sort,800,799,1.509
bubble_sort,800,319600,49.3076
optimal_bubble_sort,800,799,0.0691
heap_sort,800,5792,2.9035
general_count_sort,800,0,0.282
selection_sort,1000,499500,37.2407
insertion_sort,1000,251998,36.1593
merge_sort,1000,9976,3.3681
quick_sort,1000,999,1.6494
bubble_sort,1000,499500,69.6244
optimal_bubble_sort,1000,999,0.0854
heap_sort,1000,7395,4.0097
general_count_sort,1000,0,0.3834
selection_sort,2000,1999000,151.36
insertion_sort,2000,994588,141.2704
merge_sort,2000,21952,6.3984
quick_sort,2000,1999,3.571
bubble_sort,2000,1999000,278.1713
optimal_bubble_sort,2000,1999,0.1807
heap_sort,2000,15838,8.0934
general_count_sort,2000,0,0.7179
selection_sort,100,4950,0.3955
insertion_sort,100,2462,0.3345
merge_sort,100,672,0.2811
quick_sort,100,99,0.1209
bubble_sort,100,4950,0.6502
optimal_bubble_sort,100,99,0.0112
heap_sort,100,462,0.2677
general_count_sort,100,0,0.0494
selection_sort,200,19900,1.7142
insertion_sort,200,9670,1.3397
merge_sort,200,1544,0.6502
quick_sort,200,199,0.2446
bubble_sort,200,19900,2.604
optimal_bubble_sort,200,199,0.0198
heap_sort,200,1101,0.6301
general_count_sort,200,0,0.083
selection_sort,400,79800,6.4278
insertion_sort,400,40364,5.8842
merge_sort,400,3488,1.2932
quick_sort,400,399,0.5744
bubble_sort,400,79800,11.7273
optimal_bubble_sort,400,399,0.0417
heap_sort,400,2581,1.5275
general_count_sort,400,0,0.1757
selection_sort,800,319600,24.6966
insertion_sort,800,159723,24.3757
merge_sort,800,7776,2.7931
quick_sort,800,799,1.286
bubble_sort,800,319600,45.0437
optimal_bubble_sort,800,799,0.0696
heap_sort,800,5865,2.9111
general_count_sort,800,0,0.2761
selection_sort,1000,499500,38.4653
insertion_sort,1000,244869,35.7485
merge_sort,1000,9976,3.3028
quick_sort,1000,999,1.9433
bubble_sort,1000,499500,71.7862
optimal_bubble_sort,1000,999,0.0954
heap_sort,1000,7395,4.0421
general_count_sort,1000,0,0.3812
selection_sort,2000,1999000,150.8563
insertion_sort,2000,971569,138.0842
merge_sort,2000,21952,6.5818
quick_sort,2000,1999,3.5663
bubble_sort,2000,1999000,273.7925
optimal_bubble_sort,2000,1999,0.1705
heap_sort,2000,16002,7.8328
general_count_sort,2000,0,0.6793
selection_sort,20,190,0.0763
insertion_sort,20,73,0.0191
merge_sort,20,88,0.1116
quick_sort,20,19,0.0541
bubble_sort,20,190,0.0482
optimal_bubble_sort,20,19,0.0353
heap_sort,20,55,0.1369
general_count_sort,20,0,0.0355
selection_sort,20,190,0.104
insertion_sort,20,132,0.0436
selection_sort,20,190,0.0474
insertion_sort,20,112,0.0367
optimal_bubble_sort,20,189,0.0598
count_sort,20,400,0.0513
optimal_bubble_sort,20,190,0.0653
insertion_sort,20,70,0.0541
optimal_bubble_sort,20,189,0.0541
selection_sort,20,190,0.0865
insertion_sort,20,101,0.0346
merge_sort,20,88,0.1013
quick_sort,20,19,0.057
bubble_sort,20,190,0.0679
optimal_bubble_sort,20,19,0.0112
heap_sort,20,47,0.0696
general_count_sort,20,0,0.0725
selection_sort,20,190,0.078
quick_sort,20,19,0.1204
general_count_sort,20,0,0.0648
insertion_sort,20,119,0.0653
selection_sort,20,190,0.031
insertion_sort,20,129,0.0312
merge_sort,20,88,0.1218
quick_sort,20,19,0.0379
bubble_sort,20,190,0.0441
optimal_bubble_sort,20,19,0.0091
heap_sort,20,52,0.0584
general_count_sort,20,0,0.0274
selection_sort,20,190,0.0746
insertion_sort,20,92,0.0324
merge_sort,20,88,0.0923
quick_sort,20,19,0.0579
bubble_sort,20,190,0.0429
optimal_bubble_sort,20,19,0.0269
heap_sort,20,52,0.1106
general_count_sort,20,0,0.0656
selection_sort,20,190,0.092
selection_sort,20,190,0.0749
insertion_sort,20,85,0.0241
merge_sort,20,88,0.0832
quick_sort,20,19,0.0336
bubble_sort,20,190,0.0515
optimal_bubble_sort,20,19,0.0331
heap_sort,20,53,0.1209
general_count_sort,20,0,0.0548
selection_sort,100,4950,0.7257
insertion_sort,100,2399,0.7882
merge_sort,100,672,0.6413
quick_sort,100,99,0.1864
bubble_sort,100,4950,1.2259
optimal_bubble_sort,100,99,0.0236
heap_sort,100,461,0.4928
general_count_sort,100,0,0.0763
selection_sort,200,19900,1.8876
insertion_sort,200,9658,1.7395
merge_sort,200,1544,1.2074
quick_sort,200,199,0.3295
bubble_sort,200,19900,3.4404
optimal_bubble_sort,200,199,0.0432
heap_sort,200,1068,1.1847
general_count_sort,200,0,0.138
selection_sort,400,79800,7.9544
insertion_sort,400,37448,6.8102
merge_sort,400,3488,1.5421
quick_sort,400,399,0.6897
bubble_sort,400,79800,12.2714
optimal_bubble_sort,400,399,0.0403
heap_sort,400,2585,1.514
general_count_sort,400,0,0.1681
selection_sort,800,319600,25.4383
insertion_sort,800,159365,24.2186
merge_sort,800,7776,2.4502
quick_sort,800,799,1.3509
bubble_sort,800,319600,46.2608
optimal_bubble_sort,800,799,0.078
heap_sort,800,5780,3.1533
general_count_sort,800,0,0.3183
selection_sort,1000,499500,39.0394
insertion_sort,1000,254760,38.8179
merge_sort,1000,9976,4.1184
quick_sort,1000,999,1.7877
bubble_sort,1000,499500,87.1773
optimal_bubble_sort,1000,999,0.098
heap_sort,1000,7393,5.0304
general_count_sort,1000,0,0.4818
selection_sort,2000,1999000,179.9417
insertion_sort,2000,999803,173.7924
merge_sort,2000,21952,10.0229
quick_sort,2000,1999,5.1475
bubble_sort,2000,1999000,347.9104
optimal_bubble_sort,2000,1999,0.2475
heap_sort,2000,15926,14.2393
general_count_sort,2000,0,1.7805
selection_sort,100,4950,0.761
insertion_sort,100,2492,0.5457
merge_sort,100,672,0.3965
quick_sort,100,99,0.2849
bubble_sort,100,4950,1.3015
optimal_bubble_sort,100,99,0.0398
heap_sort,100,455,0.4404
general_count_sort,100,0,0.1254
selection_sort,200,19900,3.8218
insertion_sort,200,9350,1.8036
merge_sort,200,1544,0.7799
quick_sort,200,199,0.4833
bubble_sort,200,19900,3.608
optimal_bubble_sort,200,199,0.0739
heap_sort,200,1104,1.2212
general_count_sort,200,0,0.1161
selection_sort,400,79800,11.3761
insertion_sort,400,39225,8.4724
merge_sort,400,3488,1.5049
quick_sort,400,399,0.9174
bubble_sort,400,79800,14.6089
optimal_bubble_sort,400,399,0.0589
heap_sort,400,2525,1.6794
general_count_sort,400,0,0.1926
selection_sort,800,319600,24.8249
insertion_sort,800,155632,23.8802
merge_sort,800,7776,2.5349
quick_sort,800,799,1.2941
bubble_sort,800,319600,45.2831
optimal_bubble_sort,800,799,0.0863
heap_sort,800,5777,3.0966
general_count_sort,800,0,0.3185
selection_sort,1000,499500,36.1276
insertion_sort,1000,247067,35.6483
merge_sort,1000,9976,3.0143
quick_sort,1000,999,1.4832
bubble_sort,1000,499500,67.0192
optimal_bubble_sort,1000,999,0.1285
heap_sort,1000,7452,3.9263
general_count_sort,1000,0,0.3834
selection_sort,2000,1999000,149.9865
insertion_sort,2000,985699,151.9151
merge_sort,2000,21952,7.5369
quick_sort,2000,1999,4.5307
bubble_sort,2000,1999000,288.5668
optimal_bubble_sort,2000,1999,0.1726
heap_sort,2000,15923,8.6143
general_count_sort,2000,0,1.071
selection_sort,100,4950,1.0977
insertion_sort,100,2428,0.6301
merge_sort,100,672,0.3567
quick_sort,100,99,0.1495
bubble_sort,100,4950,0.9801
optimal_bubble_sort,100,99,0.0246
heap_sort,100,468,0.9131
general_count_sort,100,0,0.1011
selection_sort,200,19900,2.3375
insertion_sort,200,9451,2.1253
merge_sort,200,1544,1.5612
quick_sort,200,199,0.4153
bubble_sort,200,19900,5.4023
optimal_bubble_sort,200,199,0.046
heap_sort,200,1072,0.8836
general_count_sort,200,0,0.2215
selection_sort,400,79800,8.1894
insertion_sort,400,38765,7.4365
merge_sort,400,3488,1.6205
quick_sort,400,399,0.7331
bubble_sort,400,79800,14.3776
optimal_bubble_sort,400,399,0.0515
heap_sort,400,2585,1.7016
general_count_sort,400,0,0.2177
selection_sort,800,319600,33.7634
insertion_sort,800,158061,29.9852
merge_sort,800,7776,3.288
quick_sort,800,799,1.4462
bubble_sort,800,319600,53.4296
optimal_bubble_sort,800,799,0.1023
heap_sort,800,5796,5.8293
general_count_sort,800,0,0.4992
selection_sort,1000,499500,48.9836
insertion_sort,1000,244672,40.9365
merge_sort,1000,9976,4.2722
quick_sort,1000,999,1.8928
bubble_sort,1000,499500,75.3093
optimal_bubble_sort,1000,999,0.0997
heap_sort,1000,7400,5.0049
general_count_sort,1000,0,0.5124
selection_sort,2000,1999000,159.8868
insertion_sort,2000,990612,154.439
merge_sort,2000,21952,7.1926
quick_sort,2000,1999,3.9339
bubble_sort,2000,1999000,286.2899
optimal_bubble_sort,2000,1999,0.1729
heap_sort,2000,15965,8.4434
general_count_sort,2000,0,0.7112
selection_sort,100,4950,1.7736
insertion_sort,100,2562,0.4489
merge_sort,100,672,0.3393
quick_sort,100,99,0.1414
bubble_sort,100,4950,0.8559
optimal_bubble_sort,100,99,0.0217
heap_sort,100,460,0.4444
general_count_sort,100,0,0.1411
selection_sort,200,19900,2.2635
insertion_sort,200,9356,2.7516
merge_sort,200,1544,1.6224
quick_sort,200,199,0.6616
bubble_sort,200,19900,4.1168
optimal_bubble_sort,200,199,0.025
heap_sort,200,1105,1.6
general_count_sort,200,0,0.1543
selection_sort,400,79800,8.9738
insertion_sort,400,39603,8.6434
merge_sort,400,3488,2.2032
quick_sort,400,399,1.2131
bubble_sort,400,79800,15.3186
optimal_bubble_sort,400,399,0.0765
heap_sort,400,2540,1.9953
general_count_sort,400,0,0.2267
selection_sort,800,319600,43.4775
insertion_sort,800,161009,46.4087
merge_sort,800,7776,2.7268
quick_sort,800,799,1.4894
bubble_sort,800,319600,48.8639
optimal_bubble_sort,800,799,0.0954
heap_sort,800,5760,5.4779
general_count_sort,800,0,0.7296
selection_sort,1000,499500,71.5284
insertion_sort,1000,248880,75.3045
merge_sort,1000,9976,3.865
quick_sort,1000,999,1.9767
bubble_sort,1000,499500,91.0039
optimal_bubble_sort,1000,999,0.1516
heap_sort,1000,7311,7.0674
general_count_sort,1000,0,0.8407
selection_sort,2000,1999000,232.5182
insertion_sort,2000,1005068,149.1628
merge_sort,2000,21952,6.5598
quick_sort,2000,1999,3.8054
bubble_sort,2000,1999000,276.7265
optimal_bubble_sort,2000,1999,0.1791
heap_sort,2000,15909,9.5539
general_count_sort,2000,0,0.8285
selection_sort,100,4950,0.7949
insertion_sort,100,2551,0.8054
merge_sort,100,672,0.3421
quick_sort,100,99,0.1426
bubble_sort,100,4950,1.0898
optimal_bubble_sort,100,99,0.0169
heap_sort,100,459,0.773
general_count_sort,100,0,0.0956
selection_sort,200,19900,2.1968
insertion_sort,200,9377,2.2335
merge_sort,200,1544,0.9203
quick_sort,200,199,0.3102
bubble_sort,200,19900,4.0305
optimal_bubble_sort,200,199,0.0401
heap_sort,200,1120,1.3773
general_count_sort,200,0,0.1633
selection_sort,400,79800,8.8592
insertion_sort,400,39538,9.0246
merge_sort,400,3488,1.8518
quick_sort,400,399,0.7727
bubble_sort,400,79800,22.5439
optimal_bubble_sort,400,399,0.0548
heap_sort,400,2608,1.9076
general_count_sort,400,0,0.2258
selection_sort,800,319600,35.1043
insertion_sort,800,160198,32.9111
merge_sort,800,7776,3.1829
quick_sort,800,799,2.3024
bubble_sort,800,319600,60.4744
optimal_bubble_sort,800,799,0.0885
heap_sort,800,5804,4.0452
general_count_sort,800,0,0.3743
selection_sort,1000,499500,56.7009
insertion_sort,1000,236280,50.6935
merge_sort,1000,9976,4.3459
quick_sort,1000,999,2.0967
bubble_sort,1000,499500,113.9331
optimal_bubble_sort,1000,999,0.1068
heap_sort,1000,7354,4.9889
general_count_sort,1000,0,0.5085
selection_sort,2000,1999000,187.1872
insertion_sort,2000,997218,175.3068
merge_sort,2000,21952,7.8681
quick_sort,2000,1999,4.5214
bubble_sort,2000,1999000,282.7961
optimal_bubble_sort,2000,1999,0.1738
heap_sort,2000,15817,8.7383
general_count_sort,2000,0,0.6969
selection_sort,20,190,0.0584
insertion_sort,20,103,0.0298
merge_sort,20,88,0.0837
quick_sort,20,19,0.0625
bubble_sort,20,190,0.0823
optimal_bubble_sort,20,19,0.0279
heap_sort,20,53,0.0951
general_count_sort,20,0,0.0756
selection_sort,100,4950,1.2729
insertion_sort,100,2496,0.4416
merge_sort,100,672,0.3471
quick_sort,100,99,0.14
bubble_sort,100,4950,0.8509
optimal_bubble_sort,100,99,0.0176
heap_sort,100,468,0.3903
general_count_sort,100,0,0.0985
selection_sort,200,19900,2.1403
insertion_sort,200,9179,1.7576
merge_sort,200,1544,0.8769
quick_sort,200,199,0.3338
bubble_sort,200,19900,4.143
optimal_bubble_sort,200,199,0.0448
heap_sort,200,1113,1.0085
general_count_sort,200,0,0.2124
selection_sort,400,79800,8.5409
insertion_sort,400,37524,7.6582
merge_sort,400,3488,2.4598
quick_sort,400,399,0.7327
bubble_sort,400,79800,13.7661
optimal_bubble_sort,400,399,0.046
heap_sort,400,2553,1.7054
general_count_sort,400,0,0.1957
selection_sort,800,319600,26.423
insertion_sort,800,153750,24.1899
merge_sort,800,7776,2.5694
quick_sort,800,799,1.6549
bubble_sort,800,319600,54.6463
optimal_bubble_sort,800,799,0.0985
heap_sort,800,5786,4.4222
general_count_sort,800,0,0.4456
selection_sort,1000,499500,55.8944
insertion_sort,1000,247048,53.1387
merge_sort,1000,9976,4.8037
quick_sort,1000,999,2.7785
bubble_sort,1000,499500,133.0185
optimal_bubble_sort,1000,999,0.3357
heap_sort,1000,7395,8.8751
general_count_sort,1000,0,0.5627
selection_sort,2000,1999000,189.6806
insertion_sort,2000,979931,164.4423
merge_sort,2000,21952,8.266
quick_sort,2000,1999,4.3945
bubble_sort,2000,1999000,296.7529
optimal_bubble_sort,2000,1999,0.2012
heap_sort,2000,15881,9.9671
general_count_sort,2000,0,0.8693
selection_sort,100,4950,1.0586
insertion_sort,100,2471,0.4344
merge_sort,100,672,0.648
quick_sort,100,99,0.1929
bubble_sort,100,4950,1.0934
optimal_bubble_sort,100,99,0.0308
heap_sort,100,469,0.5734
general_count_sort,100,0,0.1256
selection_sort,200,19900,2.6119
insertion_sort,200,10877,3.3391
merge_sort,200,1544,1.0183
quick_sort,200,199,0.7784
bubble_sort,200,19900,5.5904
optimal_bubble_sort,200,199,0.0422
heap_sort,200,1111,0.9155
general_count_sort,200,0,0.2208
selection_sort,400,79800,8.9328
insertion_sort,400,40147,7.5583
merge_sort,400,3488,1.7219
quick_sort,400,399,0.6809
bubble_sort,400,79800,12.4786
optimal_bubble_sort,400,399,0.0417
heap_sort,400,2525,1.5781
general_count_sort,400,0,0.1791
selection_sort,800,319600,25.7246
insertion_sort,800,153829,23.1602
merge_sort,800,7776,2.6829
quick_sort,800,799,1.2841
bubble_sort,800,319600,43.4747
optimal_bubble_sort,800,799,0.0718
heap_sort,800,5738,3.1574
general_count_sort,800,0,0.3276
selection_sort,1000,499500,41.8029
insertion_sort,1000,252356,43.2539
merge_sort,1000,9976,3.3605
quick_sort,1000,999,1.5996
bubble_sort,1000,499500,76.3795
optimal_bubble_sort,1000,999,0.1078
heap_sort,1000,7355,4.4219
general_count_sort,1000,0,0.4923
selection_sort,2000,1999000,156.8744
insertion_sort,2000,998974,152.7457
merge_sort,2000,21952,7.1592
quick_sort,2000,1999,4.0884
bubble_sort,2000,1999000,304.6138
optimal_bubble_sort,2000,1999,0.2193
heap_sort,2000,16086,11.138
general_count_sort,2000,0,1.1058
selection_sort,100,4950,1.9844
insertion_sort,100,2493,0.4535
merge_sort,100,672,0.3836
quick_sort,100,99,0.1283
bubble_sort,100,4950,0.813
optimal_bubble_sort,100,99,0.0193
heap_sort,100,458,0.6034
general_count_sort,100,0,0.0675
selection_sort,200,19900,2.0616
insertion_sort,200,10229,1.8754
merge_sort,200,1544,0.7317
quick_sort,200,199,0.3169
bubble_sort,200,19900,3.726
optimal_bubble_sort,200,199,0.0508
heap_sort,200,1111,0.9208
general_count_sort,200,0,0.1869
selection_sort,400,79800,8.3272
insertion_sort,400,40597,7.7748
merge_sort,400,3488,1.4303
quick_sort,400,399,0.886
bubble_sort,400,79800,12.1205
optimal_bubble_sort,400,399,0.0386
heap_sort,400,2578,1.534
general_count_sort,400,0,0.1762
selection_sort,800,319600,27.3261
insertion_sort,800,155147,25.0993
merge_sort,800,7776,2.3994
quick_sort,800,799,1.2088
bubble_sort,800,319600,44.415
optimal_bubble_sort,800,799,0.0713
heap_sort,800,5819,3.3841
general_count_sort,800,0,0.2968
selection_sort,1000,499500,39.1614
insertion_sort,1000,242099,37.0297
merge_sort,1000,9976,3.2125
quick_sort,1000,999,1.6332
bubble_sort,1000,499500,70.0088
optimal_bubble_sort,1000,999,0.0968
heap_sort,1000,7421,4.226
general_count_sort,1000,0,0.3788
selection_sort,2000,1999000,151.2156
insertion_sort,2000,983337,146.7657
merge_sort,2000,21952,7.6919
quick_sort,2000,1999,4.0045
bubble_sort,2000,1999000,277.0991
optimal_bubble_sort,2000,1999,0.1993
heap_sort,2000,16076,9.3508
general_count_sort,2000,0,0.8049
selection_sort,100,4950,1.0128
insertion_sort,100,2403,0.4749
merge_sort,100,672,0.6332
quick_sort,100,99,0.1509
bubble_sort,100,4950,0.8543
optimal_bubble_sort,100,99,0.0379
heap_sort,100,462,0.6373
general_count_sort,100,0,0.1392
selection_sort,200,19900,2.7328
insertion_sort,200,9908,1.8823
merge_sort,200,1544,1.6267
quick_sort,200,199,0.3574
bubble_sort,200,19900,4.1008
optimal_bubble_sort,200,199,0.0401
heap_sort,200,1098,1.0149
general_count_sort,200,0,0.1116
selection_sort,400,79800,9.4962
insertion_sort,400,39388,6.9761
merge_sort,400,3488,1.4663
quick_sort,400,399,0.7849
bubble_sort,400,79800,13.149
optimal_bubble_sort,400,399,0.0441
heap_sort,400,2526,1.6322
general_count_sort,400,0,0.2458
selection_sort,800,319600,31.2943
insertion_sort,800,160018,25.0406
merge_sort,800,7776,2.8625
quick_sort,800,799,1.251
bubble_sort,800,319600,45.3625
optimal_bubble_sort,800,799,0.0699
heap_sort,800,5790,2.9826
general_count_sort,800,0,0.2847
selection_sort,1000,499500,44.6525
insertion_sort,1000,244386,42.1178
merge_sort,1000,9976,3.4692
quick_sort,1000,999,1.73
bubble_sort,1000,499500,72.6438
optimal_bubble_sort,1000,999,0.098
heap_sort,1000,7388,4.2062
general_count_sort,1000,0,0.4213
selection_sort,2000,1999000,167.0697
insertion_sort,2000,993312,151.1233
merge_sort,2000,21952,7.3545
quick_sort,2000,1999,3.9318
bubble_sort,2000,1999000,288.3749
optimal_bubble_sort,2000,1999,0.2196
heap_sort,2000,16021,10.3211
general_count_sort,2000,0,0.7784
selection_sort,100,4950,1.5042
insertion_sort,100,2440,0.9637
merge_sort,100,672,0.3569
quick_sort,100,99,0.1924
bubble_sort,100,4950,1.3986
optimal_bubble_sort,100,99,0.0315
heap_sort,100,460,0.6866
general_count_sort,100,0,0.1056
selection_sort,200,19900,2.115
insertion_sort,200,9479,2.8396
merge_sort,200,1544,1.1382
quick_sort,200,199,0.4072
bubble_sort,200,19900,3.5815
optimal_bubble_sort,200,199,0.0267
heap_sort,200,1122,1.3535
general_count_sort,200,0,0.1323
selection_sort,400,79800,10.4332
insertion_sort,400,38865,11.7257
merge_sort,400,3488,3.207
quick_sort,400,399,1.1435
bubble_sort,400,79800,16.0639
optimal_bubble_sort,400,399,0.0477
heap_sort,400,2521,1.7915
general_count_sort,400,0,0.1931
selection_sort,800,319600,27.7262
insertion_sort,800,160266,27.3561
merge_sort,800,7776,2.924
quick_sort,800,799,1.6708
bubble_sort,800,319600,47.6413
optimal_bubble_sort,800,799,0.0722
heap_sort,800,5806,3.197
general_count_sort,800,0,0.3099
selection_sort,1000,499500,45.1527
insertion_sort,1000,259230,48.7766
merge_sort,1000,9976,4.5609
quick_sort,1000,999,1.8981
bubble_sort,1000,499500,86.3881
